name,latitude,longitude,authority,source,source
Columbus Solar Project,31.866730,-107.587513,Public Service Company of New Mexico,,
Tyee Lake Hydroelectric Facility,56.216403,-131.504344,No BA,Lake,Lake
Peak Valley Solar Farm,34.987952,-117.571611,California Independent System Operator,,
Eland 1 Solar Farm,35.223700,-117.977000,California Independent System Operator,,
Eland 2 Solar Farm,35.216700,-117.977000,California Independent System Operator,,
Long Ridge Solar Farm,39.523000,-112.546000,Los Angeles Department of Water and Power,,
EE Waianae Solar Project,21.452002,-158.187888,Hawaiian Electric Co Inc,,
IKEA Miami 327,25.791500,-80.383800,Florida Power & Light Company,,
Taurus Community Solar,44.950280,-95.691471,"Midcontinent Independent Transmission System Operator, Inc..",,
Pegasus Community Solar,45.495453,-95.124682,"Midcontinent Independent Transmission System Operator, Inc..",,
Antares Community Solar,44.226179,-95.623804,"Midcontinent Independent Transmission System Operator, Inc..",,
Corvus Community Solar,44.191352,-93.944002,"Midcontinent Independent Transmission System Operator, Inc..",,
Capella Community Solar,44.090100,-96.161204,"Midcontinent Independent Transmission System Operator, Inc..",,
Carina Community Solar,44.164677,-92.241187,"Midcontinent Independent Transmission System Operator, Inc..",,
Caelum Community Solar,45.662006,-93.936782,"Midcontinent Independent Transmission System Operator, Inc..",,
Andromeda Community Solar,44.901926,-94.031626,"Midcontinent Independent Transmission System Operator, Inc..",,
Lyra Community Solar,44.240346,-93.585787,"Midcontinent Independent Transmission System Operator, Inc..",,
Argo Navis Community Solar,45.255245,-92.772284,"Midcontinent Independent Transmission System Operator, Inc..",,
Pfeffers,39.427570,-76.393562,"PJM Interconnection, LLC",,
Boston Medical Center CHP Plant,42.334651,-71.074171,ISO New England Inc.,,
Century Drive Solar Farm,35.837841,-78.668900,Duke Energy Progress East,NA,NA
Winton Solar 2,36.372000,-76.937000,"PJM Interconnection, LLC",,
Shavano Falls Hydro,38.491966,-108.002283,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Irrigation Water
Shavano Falls Hydro Drop 4,38.450483,-107.776727,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Irrigation Water
Drop 5,38.404377,-107.810213,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Irrigation Water
IKEA Joliet Rooftop PV System,41.480000,-88.070000,"PJM Interconnection, LLC",,
IKEA Las Vegas 462,36.068926,-115.280825,Nevada Power Company,,
"Barker Solar, LLC",34.635599,-78.928657,Duke Energy Progress East,,
"231 Dixon 74 Solar I, LLC",35.244125,-81.430385,Duke Energy Progress East,,
"Mill Pond Solar Farm, LLC",34.307121,-78.701463,Duke Energy Progress East,,
Pima Energy Storage System,32.251647,-110.991333,Tucson Electric Power Company,,
Merck - Upper Gwynedd Solar Array,40.215399,-75.283090,"PJM Interconnection, LLC",,
T0588 Phoenix - AZ,33.447225,-112.217664,Salt River Project,,
"OR Solar 2, LLC",42.542084,-122.781338,PacifiCorp - West,,
"OR Solar 3, LLC",42.022336,-121.418873,PacifiCorp - West,,
Mount Signal Solar Farm V,32.678805,-115.567210,California Independent System Operator,,
"Lahr 1, LLC",45.431189,-94.426041,"Midcontinent Independent Transmission System Operator, Inc..",,
"AES ES ALAMITOS, LLC",33.770202,-118.099665,California Independent System Operator,,
Bandera Electric Coop PV,29.681032,-99.762212,"Electric Reliability Council of Texas, Inc.",,
Onyx - Allen Harim,38.717509,-75.288789,"PJM Interconnection, LLC",,
Green Island Hydroelectric Station,42.748106,-73.690220,New York Independent System Operator,Hudson River,Hudson River
Gulfport Naval Base CSG PV System,30.379866,-89.119233,"Southern Company Services, Inc. - Trans",,
Sacramento Regional County Sanitation PV,38.448604,-121.463690,Balancing Authority of Northern California,,
Finger Lakes Solar I,42.814025,-77.045631,New York Independent System Operator,,
IKEA Memphis 508,35.189991,-89.799302,Tennessee Valley Authority,,
Flat Top Wind I,31.684511,-98.603358,"Electric Reliability Council of Texas, Inc.",,
GRP Madison Renewable Energy Facility,34.040559,-83.192902,"Southern Company Services, Inc. - Trans",,
West Fork Wind,39.730179,-85.267717,"PJM Interconnection, LLC",,
Green Beanworks C PV,34.597000,-117.931000,California Independent System Operator,,
Green Beanworks D PV,34.654976,-118.082150,California Independent System Operator,,
Head of U Canal Hydro Project,42.762800,-114.395800,Idaho Power Company,Snake River,Snake River
"Broadridge Solar, LLC",34.522942,-78.957206,Duke Energy Progress East,,
"Kelly Solar, LLC",36.391194,-78.449024,Duke Energy Progress East,,
"Spencer Farm, LLC",35.712886,-80.407853,Duke Energy Carolinas,,
Redbed Plains Wind Farm,35.290759,-97.854000,Southwest Power Pool,,
Golden Hills North Wind Energy Center,37.769189,-121.630163,California Independent System Operator,,
Chillicothe Solar Farm,39.788769,-93.536833,Southwest Power Pool,,
"350 Clark Solar, NG, LLC",40.894197,-74.730162,"PJM Interconnection, LLC",,
"433 Purchase Solar NG, LLC",41.809353,-71.192244,ISO New England Inc.,,
NY - Presbyt. Hospital - 525 E 68TH St,40.764396,-73.953930,New York Independent System Operator,,
Killingly Energy Center,41.863732,-71.916835,ISO New England Inc.,,
Reidsville Energy Center,36.334261,-79.832151,Duke Energy Carolinas,,
Victoria City Power LLC,28.785300,-97.009300,"Electric Reliability Council of Texas, Inc.",,
Victoria Port Power LLC,28.695805,-96.945409,"Electric Reliability Council of Texas, Inc.",,
Old Wardour Solar,42.237578,-72.037453,ISO New England Inc.,,
Shuman Solar,42.114918,-71.066039,ISO New England Inc.,,
Vuelta Solar,42.237578,-72.037453,ISO New England Inc.,,
ACE-Stanton PV,28.477350,-81.180360,Florida Municipal Power Pool,,
ACE-Stanton A PV,28.484550,-81.174110,Florida Municipal Power Pool,,
Glopak Solar PV Power Plant,40.575378,-74.392810,"PJM Interconnection, LLC",,
Westmont 300A,33.766067,-118.288925,Los Angeles Department of Water and Power,,
USPS PV,33.977922,-118.258700,California Independent System Operator,,
"Haywood Farm Solar, LLC",35.343000,-79.915000,Duke Energy Progress East,,
"Hood Farm Solar, LLC",35.205000,-77.497000,Duke Energy Progress East,,
"ZV Solar 2, LLC",34.816000,-79.200000,Duke Energy Progress East,,
"Innovative Solar 35, LLC",35.046000,-77.825000,Duke Energy Progress East,,
"Innovative Solar 59, LLC",36.094719,-77.979280,Duke Energy Progress East,,
"Innovative Solar 60, LLC",36.091000,-77.992000,Duke Energy Carolinas,,
Rock Falls Wind Farm LLC,36.927165,-97.427100,Southwest Power Pool,,
Stuttgart Solar,34.439722,-91.440000,"Midcontinent Independent Transmission System Operator, Inc..",,
Wolf Run Energy,41.610981,-76.299361,"PJM Interconnection, LLC",,
Antelope Expansion 2,34.744977,-118.309153,California Independent System Operator,,
Antelope DSR 3,34.736859,-118.304071,California Independent System Operator,,
Orme Park Water Treatment Plant,39.619520,-86.207090,"Midcontinent Independent Transmission System Operator, Inc..",,
Hurricane Creek Lift Station,39.587900,-86.185800,"Midcontinent Independent Transmission System Operator, Inc..",,
Kayenta Solar Project,36.771944,-110.263889,Western Area Power Administration - Desert Southwest Region,,
Thunder Ranch Wind Project,36.550834,-97.058944,Southwest Power Pool,,
Red Dirt Wind Project,36.100000,-97.800000,Southwest Power Pool,,
Biltmore Solar Fields,35.561156,-82.588440,Duke Energy Progress West,,
Gray Hawk Solar,35.363500,-113.897800,Tucson Electric Power Company,,
Wilson Solar Farm 1,35.700000,-77.900000,Duke Energy Progress East,,
Wilson Solar Farm 2,35.683000,-78.016000,Duke Energy Progress East,,
Wilson Solar Farm 3,35.780000,-78.000000,Duke Energy Progress East,,
Wilson Solar Farm 4,35.700000,-78.000000,Duke Energy Progress East,,
Wilson Solar Farm 5,35.680000,-77.870000,Duke Energy Progress East,,
Wilson Solar Farm 6,35.680000,-77.870000,Duke Energy Progress East,,
Wilson Solar Farm 7,35.750000,-78.000000,Duke Energy Progress East,,
Bear Creek Solar Center,44.060814,-121.237203,PacifiCorp - West,,
APG Combined Heat and Power Plant,39.397500,-76.299100,"PJM Interconnection, LLC",,
"Bladenboro Solar, LLC",34.547761,-78.817652,Duke Energy Progress East,,
"Lux Solar, LLC",35.241145,-81.429433,Duke Energy Carolinas,,
Crazy Horse Solar Project,36.803269,-121.618971,California Independent System Operator,,
Niles Valley Energy LLC,41.810375,-77.280586,"PJM Interconnection, LLC",,
"Sun Farm V, LLC",36.160629,-76.489357,"PJM Interconnection, LLC",,
"Roxboro Solar Farm, LLC",36.326821,-78.622242,Duke Energy Progress East,,
"River Bend Solar, LLC",45.703779,-109.565219,NorthWestern Energy (NWMT),,
"South Mills Solar, LLC",45.730113,-107.632624,NorthWestern Energy (NWMT),,
"Green Meadow Solar, LLC",46.694488,-112.063623,NorthWestern Energy (NWMT),,
Jackson Solar Farm,35.750000,-77.830000,Duke Energy Progress East,,
Farley Road Community Solar,42.100000,-72.000000,ISO New England Inc.,,
Belchertown Renewables Community Solar,42.300000,-72.300000,ISO New England Inc.,,
Theodore Drive Community Solar,42.500000,-71.800000,ISO New England Inc.,,
Upton Community Solar,42.100000,-71.700000,ISO New England Inc.,,
Pleasantdale Road Community Solar,42.400000,-72.000000,ISO New England Inc.,,
Hatfield Renewables Community Solar,42.300000,-72.700000,ISO New England Inc.,,
Mineral Point Energy,41.975740,-75.651614,"PJM Interconnection, LLC",,
Stourbridge Energy,41.560833,-75.185700,"PJM Interconnection, LLC",,
Wrighter Energy,41.881056,-75.556142,"PJM Interconnection, LLC",,
Bluff Point Wind Facility,40.319000,-84.976900,"PJM Interconnection, LLC",,
Anchor Energy,41.841631,-78.046692,"PJM Interconnection, LLC",,
Holdridge Energy,41.560967,-75.185812,"PJM Interconnection, LLC",,
Red Glen Energy,40.265000,-80.225000,"PJM Interconnection, LLC",,
Peterson Road Solar,42.100000,-72.300000,ISO New England Inc.,,
Sampson Road Community Solar,42.100000,-72.000000,ISO New England Inc.,,
IKEA Grand Prairie Rooftop PV System,32.820000,-97.050000,"Electric Reliability Council of Texas, Inc.",,
Crittenden Solar Facility,38.751822,-84.613255,"PJM Interconnection, LLC",,
Walton 1 Solar Facility,38.850180,-84.592263,"PJM Interconnection, LLC",,
Walton 2 Solar Facility,38.850180,-84.592263,"PJM Interconnection, LLC",,
BPU Solar Farm,39.166436,-94.696892,Southwest Power Pool,,
SR Kersey,40.386197,-104.550950,Western Area Power Administration - Rocky Mountain Region,,
Golden Hills Solar,42.400000,-72.000000,ISO New England Inc.,,
Higginsville Solar Farm,39.002139,-93.726825,Southwest Power Pool,,
Farmingdale Fuel Cell,40.742500,-73.413600,New York Independent System Operator,,
Mt. Jackson Solar,38.739621,-78.660158,"PJM Interconnection, LLC",,
Port of LA Solar FiT Project,33.727977,-118.280032,Los Angeles Department of Water and Power,,
Casper Solar Center,39.106656,-75.971996,"PJM Interconnection, LLC",,
Biggs Ford Solar Center,39.482900,-77.375700,"PJM Interconnection, LLC",,
Hannibal Port Power Project,39.704887,-80.841847,"PJM Interconnection, LLC",Ohio River,Ohio River
Saluda Solar II,34.011000,-81.739000,South Carolina Electric & Gas Company,,
Odyssey Solar,33.790000,-81.266000,South Carolina Electric & Gas Company,,
Hampton Solar I,32.879000,-81.133000,South Carolina Electric & Gas Company,,
Cameron Solar II,33.567000,-80.699000,South Carolina Electric & Gas Company,,
Barnwell Solar,33.237000,-81.351000,South Carolina Electric & Gas Company,,
Crater Community Solar,44.798733,-95.508331,"Midcontinent Independent Transmission System Operator, Inc..",,
Delphinus Community Solar,45.618565,-94.088758,"Midcontinent Independent Transmission System Operator, Inc..",,
Hog Creek Wind Project,40.793073,-83.728714,"PJM Interconnection, LLC",,
NISA Electric Generation Project,40.706500,-73.970200,New York Independent System Operator,New York City DEP-Water Suppyl,New York City DEP-Water Suppyl
SR Innovation - NIKE PV,35.300066,-89.962991,Tennessee Valley Authority,,
Oak Hill Solar Array,37.990000,-87.530000,"Midcontinent Independent Transmission System Operator, Inc..",NA,NA
Volkman Road Solar Array,38.149200,-87.548212,"Midcontinent Independent Transmission System Operator, Inc..",,
"Great Divide Solar, LLC",46.805739,-112.249048,NorthWestern Energy (NWMT),,
"Black Eagle Solar, LLC",47.547466,-111.253974,NorthWestern Energy (NWMT),,
"Magpie Solar, LLC",46.291439,-108.937935,NorthWestern Energy (NWMT),,
Mill Creek Solar (OR),45.169640,-123.136330,Portland General Electric Company,,
Green Beanworks B PV,34.688042,-117.989541,California Independent System Operator,,
Next Generation Solar Farm,44.084824,-73.226647,ISO New England Inc.,,
Grafton PV,42.225504,-71.662614,ISO New England Inc.,,
Barrett PV,42.162207,-71.864455,ISO New England Inc.,,
Karankawa Wind LLC,28.109303,-97.750481,"Electric Reliability Council of Texas, Inc.",,
Otter Creek Wind Farm LLC,41.055385,-88.993862,"Midcontinent Independent Transmission System Operator, Inc..",,
WyEast Solar,45.584600,-120.599940,Avangrid Renewables LLC,,
RE Maplewood,30.976638,-102.257753,"Electric Reliability Council of Texas, Inc.",,
Long Henry Solar,35.195302,-77.895125,Duke Energy Progress East,,
Westmont 400A,33.764227,-118.288925,Los Angeles Department of Water and Power,,
Westmont 400B,33.764227,-118.284733,Los Angeles Department of Water and Power,,
MDFA Devens-Saratoga,42.544134,-71.598813,ISO New England Inc.,,
Bear Creek Solar,35.540344,-79.449053,Duke Energy Progress East,,
Bondi Solar,35.134054,-77.538490,Duke Energy Progress East,,
Mount Signal Solar 2,32.668500,-115.629200,California Independent System Operator,,
Princeton Solar Project,40.379736,-74.625694,"PJM Interconnection, LLC",,
Arlington Outlet Hydroelectric Generator,32.639069,-97.242906,"Electric Reliability Council of Texas, Inc.",Cedar Creek Reservoir,Cedar Creek Reservoir
Valfilm Wind Project,41.084329,-83.644131,"PJM Interconnection, LLC",,
Red Pine Wind Project,44.478000,-96.153800,"Midcontinent Independent Transmission System Operator, Inc..",,
IGS Solar I - BWI5,39.270000,-76.548000,"PJM Interconnection, LLC",,
IGS Solar I - EWR5,40.582000,-74.255000,"PJM Interconnection, LLC",,
IGS Solar I - EWR6,40.583000,-74.257000,"PJM Interconnection, LLC",,
NRG Elbow Creek Energy Storage Project,32.167575,-101.479217,"Electric Reliability Council of Texas, Inc.",,
Equuleus Community Solar Gardens,44.726098,-93.022687,"Midcontinent Independent Transmission System Operator, Inc..",,
Hu Honua Bioenergy Facility,19.843504,-155.087069,Hawaiian Electric Co Inc,Wells,Wells
Fallbrook Energy Storage,33.384244,-117.235322,California Independent System Operator,,
Top Gun Energy Storage,32.876198,-117.167791,California Independent System Operator,,
Smith & Wesson at Springfield MA PV,42.137940,-72.550900,ISO New England Inc.,,
Midway Solar - TX,30.995503,-102.223537,"Electric Reliability Council of Texas, Inc.",,
Sweetwater Solar,41.629056,-109.683472,PacifiCorp - East,,
Walnut Springs Solar,32.078680,-97.768464,"Electric Reliability Council of Texas, Inc.",,
Centaurus Solar - MA,42.253000,-71.426000,ISO New England Inc.,,
Ord Mountain Solar,34.558411,-116.935434,California Independent System Operator,,
Kearsarge Bellingham PV,42.071176,-71.458562,ISO New England Inc.,,
Clarke Solar Power Facility,39.064850,-78.138207,"PJM Interconnection, LLC",,
Cherrydale Solar Power Facility,37.369398,-75.914127,"PJM Interconnection, LLC",,
Cedar Creek PV,40.648890,-73.506672,New York Independent System Operator,,
Amazon - Patterson PV,37.468888,-121.166326,Balancing Authority of Northern California,,
Northern Westchester Hospital,41.196839,-73.725695,New York Independent System Operator,,
DodgeSun CSG,44.040418,-92.690000,"Midcontinent Independent Transmission System Operator, Inc..",,
Johnson Solar CSG,43.912138,-96.187032,"Midcontinent Independent Transmission System Operator, Inc..",,
Koppelman Sun CSG,44.182609,-93.876267,"Midcontinent Independent Transmission System Operator, Inc..",,
Lindstrom Solar CSG,45.319892,-92.796599,"Midcontinent Independent Transmission System Operator, Inc..",,
Rengstorf Solar CSG,44.259504,-94.289070,"Midcontinent Independent Transmission System Operator, Inc..",,
St. Cloud Solar CSG,45.477397,-94.121314,"Midcontinent Independent Transmission System Operator, Inc..",,
Georgia LFG Oak Grove Plant,33.964988,-83.765640,"Southern Company Services, Inc. - Trans",,
Georgia LFG Pine Ridge Plant,33.244192,-84.122025,"Southern Company Services, Inc. - Trans",,
