name,latitude,longitude,authority,source,owner
Century Drive Solar Farm,35.837841,-78.668900,Duke Energy Progress East,NA,Duke Energy Progress - (NC)
Winton Solar 2,36.372000,-76.937000,"PJM Interconnection, LLC",,Virginia Electric & Power Co
Shavano Falls Hydro,38.491966,-108.002283,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Delta Montrose Electric Assn
Shavano Falls Hydro Drop 4,38.450483,-107.776727,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Delta Montrose Electric Assn
Drop 5,38.404377,-107.810213,Western Area Power Administration - Rocky Mountain Region,Irrigation Water,Delta Montrose Electric Assn
IKEA Joliet Rooftop PV System,41.480000,-88.070000,"PJM Interconnection, LLC",,Commonwealth Edison Co
IKEA Las Vegas 462,36.068926,-115.280825,Nevada Power Company,,Nevada Power Co
"Barker Solar, LLC",34.635599,-78.928657,Duke Energy Progress East,,Duke Energy Progress - (NC)
"231 Dixon 74 Solar I, LLC",35.244125,-81.430385,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Mill Pond Solar Farm, LLC",34.307121,-78.701463,Duke Energy Progress East,,Duke Energy Progress - (NC)
Pima Energy Storage System,32.251647,-110.991333,Tucson Electric Power Company,,Tucson Electric Power Co
Merck - Upper Gwynedd Solar Array,40.215399,-75.283090,"PJM Interconnection, LLC",,PECO Energy Co
T0588 Phoenix - AZ,33.447225,-112.217664,Salt River Project,,Salt River Project
"OR Solar 2, LLC",42.542084,-122.781338,PacifiCorp - West,,PacifiCorp
"OR Solar 3, LLC",42.022336,-121.418873,PacifiCorp - West,,PacifiCorp
Mount Signal Solar Farm V,32.678805,-115.567210,California Independent System Operator,,San Diego Gas & Electric Co
"Lahr 1, LLC",45.431189,-94.426041,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
"AES ES ALAMITOS, LLC",33.770202,-118.099665,California Independent System Operator,,Southern California Edison Co
Bandera Electric Coop PV,29.681032,-99.762212,"Electric Reliability Council of Texas, Inc.",,Electric Transmission Texas LLC
Onyx - Allen Harim,38.717509,-75.288789,"PJM Interconnection, LLC",,Delmarva Power
Green Island Hydroelectric Station,42.748106,-73.690220,New York Independent System Operator,Hudson River,Niagara Mohawk Power Corp.
Gulfport Naval Base CSG PV System,30.379866,-89.119233,"Southern Company Services, Inc. - Trans",,Mississippi Power Co
Sacramento Regional County Sanitation PV,38.448604,-121.463690,Balancing Authority of Northern California,,Sacramento Municipal Util Dist
Finger Lakes Solar I,42.814025,-77.045631,New York Independent System Operator,,New York State Elec & Gas Corp
IKEA Memphis 508,35.189991,-89.799302,Tennessee Valley Authority,,Tennessee Valley Authority
Flat Top Wind I,31.684511,-98.603358,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
GRP Madison Renewable Energy Facility,34.040559,-83.192902,"Southern Company Services, Inc. - Trans",,Georgia Power Co
West Fork Wind,39.730179,-85.267717,"PJM Interconnection, LLC",,Indiana Michigan Power Co
Green Beanworks C PV,34.597000,-117.931000,California Independent System Operator,,Southern California Edison Co
Green Beanworks D PV,34.654976,-118.082150,California Independent System Operator,,Southern California Edison Co
Head of U Canal Hydro Project,42.762800,-114.395800,Idaho Power Company,Snake River,Idaho Power Co
"Broadridge Solar, LLC",34.522942,-78.957206,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Kelly Solar, LLC",36.391194,-78.449024,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Spencer Farm, LLC",35.712886,-80.407853,Duke Energy Carolinas,,"Duke Energy Carolinas, LLC"
Redbed Plains Wind Farm,35.290759,-97.854000,Southwest Power Pool,,Oklahoma Gas & Electric Co
Golden Hills North Wind Energy Center,37.769189,-121.630163,California Independent System Operator,,Pacific Gas & Electric Co
Chillicothe Solar Farm,39.788769,-93.536833,Southwest Power Pool,,Chillicothe Municipal Utils
"350 Clark Solar, NG, LLC",40.894197,-74.730162,"PJM Interconnection, LLC",,Jersey Central Power & Lt Co
"433 Purchase Solar NG, LLC",41.809353,-71.192244,ISO New England Inc.,,NSTAR Electric Company
NY - Presbyt. Hospital - 525 E 68TH St,40.764396,-73.953930,New York Independent System Operator,,New York State Elec & Gas Corp
Killingly Energy Center,41.863732,-71.916835,ISO New England Inc.,,Connecticut Light & Power Co
Reidsville Energy Center,36.334261,-79.832151,Duke Energy Carolinas,,"Duke Energy Carolinas, LLC"
Victoria City Power LLC,28.785300,-97.009300,"Electric Reliability Council of Texas, Inc.",,AEP Texas Central Company
Victoria Port Power LLC,28.695805,-96.945409,"Electric Reliability Council of Texas, Inc.",,AEP Texas Central Company
Old Wardour Solar,42.237578,-72.037453,ISO New England Inc.,,Massachusetts Electric Co
Shuman Solar,42.114918,-71.066039,ISO New England Inc.,,NSTAR Electric Company
Vuelta Solar,42.237578,-72.037453,ISO New England Inc.,,Massachusetts Electric Co
ACE-Stanton PV,28.477350,-81.180360,Florida Municipal Power Pool,,Orlando Utilities Comm
ACE-Stanton A PV,28.484550,-81.174110,Florida Municipal Power Pool,,Orlando Utilities Comm
Glopak Solar PV Power Plant,40.575378,-74.392810,"PJM Interconnection, LLC",,Public Service Elec & Gas Co
Westmont 300A,33.766067,-118.288925,Los Angeles Department of Water and Power,,Los Angeles Department of Water & Power
USPS PV,33.977922,-118.258700,California Independent System Operator,,Los Angeles Department of Water & Power
"Haywood Farm Solar, LLC",35.343000,-79.915000,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Hood Farm Solar, LLC",35.205000,-77.497000,Duke Energy Progress East,,Duke Energy Progress - (NC)
"ZV Solar 2, LLC",34.816000,-79.200000,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Innovative Solar 35, LLC",35.046000,-77.825000,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Innovative Solar 59, LLC",36.094719,-77.979280,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Innovative Solar 60, LLC",36.091000,-77.992000,Duke Energy Carolinas,,Duke Energy Progress - (NC)
Rock Falls Wind Farm LLC,36.927165,-97.427100,Southwest Power Pool,,Oklahoma Gas & Electric Co
Stuttgart Solar,34.439722,-91.440000,"Midcontinent Independent Transmission System Operator, Inc..",,Entergy Arkansas Inc
Wolf Run Energy,41.610981,-76.299361,"PJM Interconnection, LLC",,Pennsylvania Electric Co
Antelope Expansion 2,34.744977,-118.309153,California Independent System Operator,,Southern California Edison Co
Antelope DSR 3,34.736859,-118.304071,California Independent System Operator,,Southern California Edison Co
Orme Park Water Treatment Plant,39.619520,-86.207090,"Midcontinent Independent Transmission System Operator, Inc..",,Johnson County Rural E M C
Hurricane Creek Lift Station,39.587900,-86.185800,"Midcontinent Independent Transmission System Operator, Inc..",,Johnson County Rural E M C
Kayenta Solar Project,36.771944,-110.263889,Western Area Power Administration - Desert Southwest Region,,Navajo Tribal Utility Authority
Thunder Ranch Wind Project,36.550834,-97.058944,Southwest Power Pool,,Oklahoma Gas & Electric Co
Red Dirt Wind Project,36.100000,-97.800000,Southwest Power Pool,,Oklahoma Gas & Electric Co
Biltmore Solar Fields,35.561156,-82.588440,Duke Energy Progress West,,Duke Energy Progress - (NC)
Gray Hawk Solar,35.363500,-113.897800,Tucson Electric Power Company,,Tucson Electric Power Co
Wilson Solar Farm 1,35.700000,-77.900000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 2,35.683000,-78.016000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 3,35.780000,-78.000000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 4,35.700000,-78.000000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 5,35.680000,-77.870000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 6,35.680000,-77.870000,Duke Energy Progress East,,City of Wilson
Wilson Solar Farm 7,35.750000,-78.000000,Duke Energy Progress East,,City of Wilson
Bear Creek Solar Center,44.060814,-121.237203,PacifiCorp - West,,PacifiCorp
APG Combined Heat and Power Plant,39.397500,-76.299100,"PJM Interconnection, LLC",,Baltimore Gas & Electric Co
"Bladenboro Solar, LLC",34.547761,-78.817652,Duke Energy Progress East,,Duke Energy Progress - (NC)
"Lux Solar, LLC",35.241145,-81.429433,Duke Energy Carolinas,,"Duke Energy Carolinas, LLC"
Crazy Horse Solar Project,36.803269,-121.618971,California Independent System Operator,,Pacific Gas & Electric Co
Niles Valley Energy LLC,41.810375,-77.280586,"PJM Interconnection, LLC",,Pennsylvania Electric Co
"Sun Farm V, LLC",36.160629,-76.489357,"PJM Interconnection, LLC",,Virginia Electric & Power Co
"Roxboro Solar Farm, LLC",36.326821,-78.622242,Duke Energy Progress East,,Duke Energy Progress - (NC)
"River Bend Solar, LLC",45.703779,-109.565219,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
"South Mills Solar, LLC",45.730113,-107.632624,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
"Green Meadow Solar, LLC",46.694488,-112.063623,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
Jackson Solar Farm,35.750000,-77.830000,Duke Energy Progress East,,City of Wilson
Farley Road Community Solar,42.100000,-72.000000,ISO New England Inc.,,Massachusetts Electric Co
Belchertown Renewables Community Solar,42.300000,-72.300000,ISO New England Inc.,,Massachusetts Electric Co
Theodore Drive Community Solar,42.500000,-71.800000,ISO New England Inc.,,Massachusetts Electric Co
Upton Community Solar,42.100000,-71.700000,ISO New England Inc.,,Massachusetts Electric Co
Pleasantdale Road Community Solar,42.400000,-72.000000,ISO New England Inc.,,Massachusetts Electric Co
Hatfield Renewables Community Solar,42.300000,-72.700000,ISO New England Inc.,,Western Massachusetts Electric Company
Mineral Point Energy,41.975740,-75.651614,"PJM Interconnection, LLC",,Pennsylvania Electric Co
Stourbridge Energy,41.560833,-75.185700,"PJM Interconnection, LLC",,PPL Electric Utilities Corp
Wrighter Energy,41.881056,-75.556142,"PJM Interconnection, LLC",,Pennsylvania Electric Co
Bluff Point Wind Facility,40.319000,-84.976900,"PJM Interconnection, LLC",,AEP Texas Central Company
Anchor Energy,41.841631,-78.046692,"PJM Interconnection, LLC",,West Penn Power Company
Holdridge Energy,41.560967,-75.185812,"PJM Interconnection, LLC",,PPL Electric Utilities Corp
Red Glen Energy,40.265000,-80.225000,"PJM Interconnection, LLC",,West Penn Power Company
Peterson Road Solar,42.100000,-72.300000,ISO New England Inc.,,Massachusetts Electric Co
Sampson Road Community Solar,42.100000,-72.000000,ISO New England Inc.,,Massachusetts Electric Co
IKEA Grand Prairie Rooftop PV System,32.820000,-97.050000,"Electric Reliability Council of Texas, Inc.",,Oncor Electric Delivery Company LLC
Crittenden Solar Facility,38.751822,-84.613255,"PJM Interconnection, LLC",,Duke Energy Kentucky
Walton 1 Solar Facility,38.850180,-84.592263,"PJM Interconnection, LLC",,Duke Energy Kentucky
Walton 2 Solar Facility,38.850180,-84.592263,"PJM Interconnection, LLC",,Duke Energy Kentucky
BPU Solar Farm,39.166436,-94.696892,Southwest Power Pool,,City of Kansas City - (KS)
SR Kersey,40.386197,-104.550950,Western Area Power Administration - Rocky Mountain Region,,"Poudre Valley R  E  A, Inc"
Golden Hills Solar,42.400000,-72.000000,ISO New England Inc.,,Massachusetts Electric Co
Higginsville Solar Farm,39.002139,-93.726825,Southwest Power Pool,,City of Higginsville - (MO)
Farmingdale Fuel Cell,40.742500,-73.413600,New York Independent System Operator,,Long Island Power Authority
Mt. Jackson Solar,38.739621,-78.660158,"PJM Interconnection, LLC",,Virginia Electric & Power Co
Port of LA Solar FiT Project,33.727977,-118.280032,Los Angeles Department of Water and Power,,Los Angeles Department of Water & Power
Casper Solar Center,39.106656,-75.971996,"PJM Interconnection, LLC",,Delmarva Power
Biggs Ford Solar Center,39.482900,-77.375700,"PJM Interconnection, LLC",,Potomac Electric Power Co
Hannibal Port Power Project,39.704887,-80.841847,"PJM Interconnection, LLC",Ohio River,Ohio Power Co
Saluda Solar II,34.011000,-81.739000,South Carolina Electric & Gas Company,,South Carolina Electric&Gas Company
Odyssey Solar,33.790000,-81.266000,South Carolina Electric & Gas Company,,South Carolina Electric&Gas Company
Hampton Solar I,32.879000,-81.133000,South Carolina Electric & Gas Company,,South Carolina Electric&Gas Company
Cameron Solar II,33.567000,-80.699000,South Carolina Electric & Gas Company,,South Carolina Electric&Gas Company
Barnwell Solar,33.237000,-81.351000,South Carolina Electric & Gas Company,,South Carolina Electric&Gas Company
Crater Community Solar,44.798733,-95.508331,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
Delphinus Community Solar,45.618565,-94.088758,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
Hog Creek Wind Project,40.793073,-83.728714,"PJM Interconnection, LLC",,American Transmission Co
NISA Electric Generation Project,40.706500,-73.970200,New York Independent System Operator,New York City DEP-Water Suppyl,Consolidated Edison Co-NY Inc
SR Innovation - NIKE PV,35.300066,-89.962991,Tennessee Valley Authority,,City of Memphis - (TN)
Oak Hill Solar Array,37.990000,-87.530000,"Midcontinent Independent Transmission System Operator, Inc..",NA,Southern Indiana Gas & Elec Co
Volkman Road Solar Array,38.149200,-87.548212,"Midcontinent Independent Transmission System Operator, Inc..",,Southern Indiana Gas & Elec Co
"Great Divide Solar, LLC",46.805739,-112.249048,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
"Black Eagle Solar, LLC",47.547466,-111.253974,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
"Magpie Solar, LLC",46.291439,-108.937935,NorthWestern Energy (NWMT),,NorthWestern Energy LLC - (MT)
Mill Creek Solar (OR),45.169640,-123.136330,Portland General Electric Company,,Portland General Electric Co
Green Beanworks B PV,34.688042,-117.989541,California Independent System Operator,,Southern California Edison Co
Next Generation Solar Farm,44.084824,-73.226647,ISO New England Inc.,,Green Mountain Power Corp
Grafton PV,42.225504,-71.662614,ISO New England Inc.,,New England Power Company
Barrett PV,42.162207,-71.864455,ISO New England Inc.,,New England Power Company
Karankawa Wind LLC,28.109303,-97.750481,"Electric Reliability Council of Texas, Inc.",,AEP Texas Central Company
Otter Creek Wind Farm LLC,41.055385,-88.993862,"Midcontinent Independent Transmission System Operator, Inc..",,Commonwealth Edison Co
WyEast Solar,45.584600,-120.599940,Avangrid Renewables LLC,,Bonneville Power Administration
RE Maplewood,30.976638,-102.257753,"Electric Reliability Council of Texas, Inc.",,Electric Transmission Texas LLC
Long Henry Solar,35.195302,-77.895125,Duke Energy Progress East,,Tri-County Elec Member Corp
Westmont 400A,33.764227,-118.288925,Los Angeles Department of Water and Power,,Los Angeles Department of Water & Power
Westmont 400B,33.764227,-118.284733,Los Angeles Department of Water and Power,,Los Angeles Department of Water & Power
MDFA Devens-Saratoga,42.544134,-71.598813,ISO New England Inc.,,Massachusetts Electric Co
Bear Creek Solar,35.540344,-79.449053,Duke Energy Progress East,,Town of Princeton - (MA)
Bondi Solar,35.134054,-77.538490,Duke Energy Progress East,,Jones-Onslow Elec Member Corp
Mount Signal Solar 2,32.668500,-115.629200,California Independent System Operator,,Southern California Edison Co
Princeton Solar Project,40.379736,-74.625694,"PJM Interconnection, LLC",,Public Service Elec & Gas Co
Arlington Outlet Hydroelectric Generator,32.639069,-97.242906,"Electric Reliability Council of Texas, Inc.",Cedar Creek Reservoir,Oncor Electric Delivery Company LLC
Valfilm Wind Project,41.084329,-83.644131,"PJM Interconnection, LLC",,American Transmission Systems Inc
Red Pine Wind Project,44.478000,-96.153800,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
IGS Solar I - BWI5,39.270000,-76.548000,"PJM Interconnection, LLC",,Baltimore Gas & Electric Co
IGS Solar I - EWR5,40.582000,-74.255000,"PJM Interconnection, LLC",,Public Service Elec & Gas Co
IGS Solar I - EWR6,40.583000,-74.257000,"PJM Interconnection, LLC",,Public Service Elec & Gas Co
NRG Elbow Creek Energy Storage Project,32.167575,-101.479217,"Electric Reliability Council of Texas, Inc.",,Sharyland Utilities LP
Equuleus Community Solar Gardens,44.726098,-93.022687,"Midcontinent Independent Transmission System Operator, Inc..",,Northern States Power Co - Minnesota
Hu Honua Bioenergy Facility,19.843504,-155.087069,Hawaiian Electric Co Inc,Wells,Hawaii Electric Light Co Inc
Fallbrook Energy Storage,33.384244,-117.235322,California Independent System Operator,,San Diego Gas & Electric Co
Top Gun Energy Storage,32.876198,-117.167791,California Independent System Operator,,San Diego Gas & Electric Co
Smith & Wesson at Springfield MA PV,42.137940,-72.550900,ISO New England Inc.,,Western Massachusetts Electric Company
Midway Solar - TX,30.995503,-102.223537,"Electric Reliability Council of Texas, Inc.",,PacifiCorp
Sweetwater Solar,41.629056,-109.683472,PacifiCorp - East,,Oncor Electric Delivery Company LLC
Walnut Springs Solar,32.078680,-97.768464,"Electric Reliability Council of Texas, Inc.",,Texas-New Mexico Power Co
Centaurus Solar - MA,42.253000,-71.426000,ISO New England Inc.,,NSTAR Electric Company
