name,population,latitude,longitude
Stevens Community Med Center,54,45.58489854,-95.90503045
Grand Strand Regional Medical Center,301,33.75843943,-78.82010678
Lakeview Memorial Hospital,97,45.04809243,-92.81756083
St Francis Healthcare Campus,25,46.29153524,-96.58842883
Redwood Area Hospital,25,44.53650996,-95.10651276
Waldo County General Hospital,25,44.41249147,-68.99395042
Ridgeview Sibley Medical Center,20,44.61067394,-94.08523753
Uhs Binghamton General Hospital,220,42.08631555,-75.9144438
Maine Coast Memorial Hospital,64,44.54702595,-68.41615503
Uhs Wilson Memorial Hospital,280,42.11419939,-75.95852351
Franklin Memorial Hospital,65,44.6266326,-70.16286718
District One Hospital,49,44.28871332,-93.2578533
Fairview Ridges Hospital,165,44.74901932,-93.27259194
Mayo Clinic Health Sys L C,18,44.45943098,-92.28776495
Regina Medical Center,57,44.74725173,-92.87328312
Auburn Community Hospital,99,42.94135309,-76.56436825
Asante Ashland Community Hospital,41,42.20592293,-122.7249484
St Charles Medical Center  Bend,260,44.06791504,-121.2691343
Providence Medford Medical Center,126,42.3396249,-122.8627198
Harney District Hospital,22,43.5882075,-119.0607236
Brooks Memorial Hospital,65,42.47994514,-79.3345946
Northfield City Hospital & Nsg,37,44.47357736,-93.19172344
Kadlec Medical Center,270,46.28134338,-119.281956
Curry General Hospital,24,42.41131939,-124.4185245
Bay Area Hospital,172,43.38340651,-124.2329953
Coquille Valley Hospital District,25,43.17944271,-124.179386
Mercy Medical Center,125,43.24156212,-123.3667111
Minidoka Memorial Hospital,25,42.62039729,-113.6860967
Regional Medical Center At Memphis,631,35.14180398,-90.03182883
Westfield Memorial Hospital,4,42.32869813,-79.56980877
Boise Va Medical Center,85,43.62121665,-116.1902767
St. Mary'S Regional Medical Center,229,36.39375292,-97.87128589
St. Luke'S Jerome,25,42.73006858,-114.5192142
Saint Alphonsus Medical Center - Ontario,49,44.02533302,-116.977692
Doctors Diagnostic Center- Williamsburg,-999,37.25551282,-76.74059784
Centra Southside Community Hospital,116,37.30267955,-78.40431589
University Of Virginia Medical Center,614,38.0313398,-78.49868708
St. Anthony Shawnee Hospital,102,35.36299021,-96.93754579
Spotsylvania Regional Medical Center,100,38.21751607,-77.49595136
Twin County Regional Hospital,141,36.67066197,-80.9239287
Bon Secours Maryview Medical Center,346,36.83663636,-76.34743187
Sentara Halifax Regional Hospital,192,36.71211512,-78.91455143
Sentara Northern Virginia Medical Center,183,38.63707254,-77.28634942
Naval Health Clinic (John Henry Balch),-999,38.51265346,-77.3084054
Sentara Norfolk General Hospital,543,36.86217987,-76.30284416
Bon Secours Richmond Community Hospital,104,37.54016604,-77.40693984
Cjw Medical Center Chippenham Campus,466,37.51389818,-77.52639389
Vcu Health System,779,37.53992407,-77.42952427
Bon Secours Mary Immaculate Hospital,110,37.14447262,-76.51167193
Riverside Regional Medical Center,577,37.06424346,-76.48303428
Sentara Bayside Hospital,158,36.8678106,-76.13147748
Sentara Virginia Beach General Hospital,282,36.86457361,-76.0264938
Okeene Municipal Hospital,17,36.1167989,-98.31534471
Mary Washington Hospital,420,38.31152189,-77.4832286
John Randolph Medical Center,147,37.30803777,-77.29126387
Carilion Giles Memorial Hospital,25,37.32222391,-80.72250418
Riverside Walter Reed Hospital,67,37.41981658,-76.54177578
Lee Regional Medical Center,70,36.7487388,-83.05077601
"St. John Medical Center, Inc.",701,36.13420009,-95.96421969
Inova Loudoun Hospital,183,39.07395142,-77.47802201
Sentara Obici Hospital,150,36.77331468,-76.58111118
St. John Broken Arrow,44,36.07832931,-95.80075925
St. John Owasso,36,36.2991733,-95.83552966
Carilion Franklin Memorial Hospital,37,36.99404821,-79.89034788
Valley Health Winchester Medical Center,411,39.19428081,-78.1932251
Idaho State Hospital South,120,43.18743023,-112.3347144
Inova Fairfax Hospital,833,38.85819852,-77.22768012
Mckenzie-Willamette Medical Center,113,44.05348368,-123.0036901
Peace Harbor Hospital,21,43.97314193,-124.1174776
Sacred Heart University District,-999,44.04602129,-123.0817078
Sacred Heart Medical Center Riverbend,383,44.08136212,-123.0267417
Uh Geauga Medical Center,225,41.509258,-81.18909279
Jane Phillips Medical Center,140,36.75199363,-95.93866728
Carilion New River Valley Medical Center,146,37.08910231,-80.50544111
Lewisgale Hospital Alleghany,205,37.7921888,-79.8812189
Smyth County Community Hospital,44,36.85202553,-81.48836745
Haymarket Medical Center,60,38.82079041,-77.64280762
Riverside Doctors' Hospital Williamsburg,40,37.25089548,-76.6683812
Cjw Medical Center Johnston Willis Campus,292,37.51068828,-77.59494114
Gifford Medical Center,25,43.91683959,-72.665489
Rutland Regional Medical Center,123,43.59829409,-72.95526316
Springfield Hospital,25,43.29801947,-72.4946524
The University Of Vermont Medical Center,562,44.47973972,-73.19412058
Carilion Roanoke Community Hospital,197,37.26607749,-79.93920592
Carilion Medical Center,737,37.25119819,-79.94254375
Providence Regional Medical Center Everett/Pacific Campus,-999,47.97559334,-122.2167609
Cascade Medical Center,12,47.5944512,-120.6607868
Mercy Franciscan Hospital - Mt Airy,170,39.20474077,-84.5706708
Hardin Memorial Hospital,25,40.64664033,-83.59585065
Jefferson Healthcare,25,48.10604332,-122.7892732
Peacehealth Southwest Medical Center,360,45.62443751,-122.580727
Peacehealth St John Medical Center,202,46.13069363,-122.9417492
Bon Secours St. Marys Hospital,391,37.58361458,-77.51229963
Hampton Regional Medical Center,32,32.85284808,-81.09003051
Self Regional Healthcare,354,34.17564362,-82.15657819
Ghs Greenville Memorial Hospital,845,34.81864389,-82.41264859
St Francis-Eastside,93,34.85128582,-82.32254918
Ohio State University Hospitals,1106,39.99426086,-83.01856537
Riverside Methodist Hospital,1059,40.03056799,-83.03401709
St. Joseph Hospital,511,35.15327358,-90.0418743
Ghs Greer Memorial Hospital,82,34.92004397,-82.2442312
Sunnyside Community Hospital,25,46.3224796,-120.0066818
Swedish Medical Center - Edmonds,156,47.80321628,-122.334357
Summit Pacific Medical Center,25,47.00690408,-123.3918327
Mcleod Regional Medical Center,453,34.19711497,-79.75897472
St. Clare Hospital,106,47.15431,-122.50204
Carolinas Hospital System,310,34.16006615,-79.7520554
Conway Medical Center,210,33.78552184,-79.00182781
Mary Black Health System Spartanburg,207,34.97840817,-81.89551953
Spartanburg Regional Medical Center,540,34.96660045,-81.93946449
Palmetto Health Tuomey,283,33.92361132,-80.34272105
H B Magruder Memorial Hospital,25,41.50587467,-82.93300305
Piedmont Medical Center,288,34.95660945,-81.05177374
Turbeville Correctional Institution Infirmary,8,33.88780194,-80.08122476
Aiken Regional Medical Center,245,33.57119789,-81.76180298
Anmed Health Medical Center,461,34.51148424,-82.64648675
Allendale County Hospital,25,32.96554312,-81.24795633
Trident Medical Center,313,32.9759625,-80.07307511
Roper Hospital,368,32.78279392,-79.94927642
Fairview Hospital,516,41.45054208,-81.82342528
Highlands Hospital,71,40.02306,-79.586416
Uniontown Hospital,212,39.901809,-79.738083
Uhhs Richmond Heights Hospital,213,41.58075213,-81.48891023
Citadel Infirmary,38,32.79572127,-79.95967343
St Vincent Charity Medical Center,448,41.49585054,-81.67311485
Uhhs Bedford Medical Center,88,41.39514387,-81.53407221
Mcleod Medical Center-Dillon,79,34.42171059,-79.36553244
Mcleod Medical Center-Darlington,72,34.3133305,-79.83980295
Lee Correctional Institution Infirmary,20,34.19890124,-80.22597393
Providence Hospital Northeast,74,34.10416789,-80.95863577
Correct Care Of South Carolina,145,34.07560987,-80.97960014
Kirkland Correctional Institution Infirmary,24,34.07374412,-81.09822245
Newberry County Memorial Hospital,90,34.29042835,-81.60642342
Cannon Memorial Hospital,55,34.87414429,-82.70715601
Carolinas Hospital System Cedar Tower,68,34.18901702,-79.76439558
Palmetto Health Baptist Parkridge,76,34.08743792,-81.16008963
Ralph H Johnson Veterans Affairs Medical Center,98,32.78417401,-79.95400559
Allenmore Hospital,130,47.24164648,-122.4810546
Haywood Park Community Hospital,36,35.61057224,-89.24297656
Centra Health Virginia Baptist Hospital,317,37.43789546,-79.18784233
Montclair Hospital Medical Center,102,34.07875777,-117.6959766
Usc Verdugo Hills Hospital,158,34.20488886,-118.21598
Dekalb Medical Center At North Decatur,451,33.79108914,-84.2829101
Woman'S Hospital,-999,30.38565533,-91.03805021
Medstar Washington Hospital Center,926,38.92965194,-77.0156483
George Washington University Hospital,339,38.90131901,-77.05063668
Psychiatric Institute Of Washington,75,38.94390262,-77.07796244
Bethesda Hospital West,401,26.52972805,-80.19976772
Bayfront Health Brooksville,120,28.53883382,-82.4434916
96Th Medical Group-Eglin Hospital,-999,30.46083986,-86.55523265
Larkin Community Hospital Palm Springs Campus,247,25.86854243,-80.31226968
Uf Health Jacksonville,603,30.34850524,-81.66427482
Naval Jacksonville Hospital,64,30.20883704,-81.68410578
Leesburg Rehabilitation Hospital,90,28.81810186,-81.87440022
University Of Miami Hospital And Clinics,40,25.78879706,-80.21456003
Avera Holy Family Hospital,25,43.40998667,-94.83365792
Mercy Medical Center-Dyersville,25,42.47562714,-91.13053568
Floyd County Memorial Hospital,25,43.05145465,-92.68364371
Aspire Health Partners Inc,90,28.56763289,-81.43424488
Bayfront Health Port Charlotte,254,26.98892519,-82.09569026
Bayfront Health Punta Gorda,280,26.94094642,-82.0402774
St. Joseph'S Hospital South,114,27.78778121,-82.34510464
Florida Hospital Wesley Chapel,145,28.19562413,-82.35114261
Winter Haven Women'S Hospital,61,28.00897569,-81.72617786
Fort Madison Community Hospital,50,40.62580677,-91.38431337
Story County Hospital North,17,42.01709827,-93.45276476
Story City Memorial Hospital,25,42.19007926,-93.59411806
Trinity Regional Hospital,200,42.49221018,-94.19217957
Hansen Family Hospital,35,42.50069575,-93.26068656
Jones Regional Medical Center,22,42.10151275,-91.26261485
Pella Regional Health Center,25,41.41300324,-92.91092256
Sioux Center Health,21,43.06849304,-96.15806865
Caribou Memorial Hospital And Living Center,25,42.65301071,-111.6145681
St. Luke'S Elmore,25,43.13889106,-115.6935963
Reid Hospital-Er,-999,39.84524191,-84.88634452
Mercy Hospital Columbus,18,37.17256767,-94.84313905
Memorial Hospital,112,38.92535294,-97.20596725
Cloud County Health Center,25,39.56553726,-97.67349246
Susan B Allen Memorial Hospital,68,37.81828421,-96.8589003
Ellinwood District Hospital,25,38.36032821,-98.58064947
Ellsworth County Medical Center,25,38.74271097,-98.21966048
Horton Community Hospital,25,39.67327422,-95.53049381
Stevens County Hospital,100,37.17111174,-101.3491863
Lincoln County Hospital,14,39.04541184,-98.14389058
Wichita County Health Center,37,38.47534448,-101.3550783
Kingman Community Hospital,25,37.64764868,-98.12321998
De Queen Medical Center,35,34.04810079,-94.35258284
Ozark Health,25,35.57550987,-92.45293011
St. Bernards Medical Center,378,35.83649802,-90.70261858
Ashley County Medical Center,33,33.13845416,-91.93879905
Great River Medical Center,168,35.94301993,-89.91731125
National Park Medical Center,166,34.48610511,-93.03538527
Howard Memorial Hospital,25,33.95267275,-93.85717846
Little River Memorial Hospital,25,33.66925282,-94.13485202
Ozarks Community Hospital Of Gravette,-999,36.40858329,-94.45911011
Physicians' Specialty Hospital,-999,36.12132636,-94.1340396
Siloam Springs Memorial Hospital,-999,36.18182308,-94.54078419
Advanced Care Hospital Of White County,27,35.23363995,-91.73120168
Mercy Orthopedic Hospital Fort Smith,24,35.34745698,-94.34345322
Arkansas Valley Regional Medical Center,78,37.97806683,-103.5495788
Northwest Med Center,295,32.320004,-111.0101227
University Of Colorado Health At Memorial Hospital Central,583,38.83946663,-104.7994536
Parkway Regional Hospital,70,36.51903178,-88.89567406
Hardin Memorial Hospital,285,37.7099441,-85.87629633
Healthsouth Northern Kentucky Rehabilitation Hospital,40,39.01261227,-84.56661519
Ohio County Hospital,25,37.44846699,-86.89644768
University Of M D Upper Chesapeake Medical Center,170,39.51957804,-76.34572578
Edward Mccready Memorial Hospital,89,37.99755791,-75.85255488
Healthsouth Chesapeake Rehabilitation Hospital,54,38.36924134,-75.54862399
Mercy Hospital,230,43.65133292,-70.2649497
Va Medical Center - Battle Creek,-999,42.3434272,-85.29133174
Sheridan Community Hospital,22,43.21594853,-85.07416184
Saint Mary'S Standish Community Hospital,25,43.98186568,-83.9692167
Mackinac Straits Hospital And Health Center,15,45.89063146,-84.72945092
Promedica Bixby Hospital,88,41.91366434,-84.04910402
Tawas St Joseph Hospital,49,44.27521811,-83.50972049
Sparrow Health System-St Lawrence Campus,50,42.74151965,-84.5699918
Mclaren Greater Lansing,322,42.70376296,-84.55498881
North Ottawa Community Hospital,81,43.05077262,-86.22882918
Straith Hospital For Special Surgery,34,42.46463276,-83.26135516
Ascension Crittenton Hospital Medical Center,254,42.67981505,-83.14951337
Oakland Regional Hospital,45,42.45749333,-83.20319683
"Lakeland Hospital, St Joseph",215,42.08825417,-86.47877147
"Lakeland Hospital, Niles",76,41.8279252,-86.26048853
Community Health Center Of Branch County,96,41.93761006,-84.98968856
Bronson Battle Creek Hospital,189,42.33108575,-85.17794749
Borgess-Lee Memorial Hospital,25,41.98313848,-86.11558074
Memorial Healthcare,107,43.00605206,-84.18167719
Hills & Dales General Hospital,25,43.60418042,-83.18260393
St Joseph Mercy Hospital,513,42.26518803,-83.65432995
St Joseph Mercy Chelsea,102,42.31026134,-84.01583359
Beaumont Hospital Dearborn,632,42.29032641,-83.21459189
Sinai-Grace Hospital,383,42.41911826,-83.18202487
Beaumont Hospital Grosse Pointe,250,42.38439613,-82.91440414
Harper University Hospital,470,42.35178008,-83.05639128
Metro Health Hospital,208,42.85781759,-85.71770279
Mclaren - Northern Michigan,178,45.37275354,-84.97011993
Trace Regional Hospital,84,33.8942266,-88.98532759
Aspirus Iron River Hospital & Clinics,25,46.0998841,-88.61927448
Bell Memorial Hospital,25,46.5049286,-87.68481148
Providence - Park Hospital,244,42.48866003,-83.51924581
North Shore Health,16,47.75648065,-90.34142679
Albany Area Hospital & Med Ctr,17,45.63876207,-94.56688489
Deer River Health Care Center,22,47.34410561,-93.79111088
Douglas County Hospital,127,45.87389114,-95.37687924
Healtheast Bethesda Hospital,254,44.95843286,-93.10284303
Healtheast St Johns Hospital,192,45.02911205,-93.03393353
Lakeside Medical Center,10,45.82375708,-92.96437531
North Valley Health Center,12,48.19127604,-96.77292391
Sanford Med Ctr Thief Rvr Fall,26,48.10253762,-96.1836324
Sanford Worthington Medical Ce,48,43.62244441,-95.5984722
Windom Area Hospital,18,43.87910241,-95.11331123
Mercy Hospital Joplin,341,37.05662622,-94.52723639
Kindred Hospital - Kansas City,167,38.96820462,-94.57437145
Ssm Depaul Health Center,507,38.75055654,-90.4337425
Shriners Hospitals For Children,42,38.62640419,-90.40740828
Mercy Hospital St. Louis,859,38.64563115,-90.44625338
Cooper County Memorial Hospital,70,38.94415851,-92.74072307
Mercy Hospital Springfield,866,37.17898237,-93.27527599
Macon County Samaritan Memorial Hospital,25,39.74778029,-92.46903807
Sac-Osage Hospital,47,38.0517549,-93.68934065
Golden Valley Memorial Hospital,56,38.38967893,-93.768801
Va Medical Center - Jefferson Barracks Division,-999,38.4944295,-90.28355765
Och Regional Medical Center,96,33.47617386,-88.82060544
Highland Community Hospital,95,30.52971366,-89.687886
Franklin County Memorial Hospital,25,31.47318095,-90.88440552
George Regional Hospital,48,30.92192447,-88.59393837
Claiborne County Hospital,32,31.94631084,-90.98471094
Baptist Medical Center Yazoo,25,32.8588947,-90.40425941
Neshoba County General Hospital,48,32.75696071,-89.10626096
Merit Health River Region,361,32.37437276,-90.82452733
"Tishomingo Health Services, Inc",48,34.80182012,-88.20828771
Wayne General Hospital,80,31.67311763,-88.63391303
Delta Regional Medical Center - West Campus,97,33.40348705,-91.05056502
Pontotoc Health Services,25,34.24296044,-88.99617961
Scott Regional Hospital,25,32.34409674,-89.67257121
Merit Health River Oaks,160,32.32533746,-90.1054109
Jefferson Davis Community Hospital,35,31.59463819,-89.8722649
Laird Hospital,25,32.57587486,-89.10376033
University Of Mississippi Medical Center - Grenada,156,33.76223436,-89.81747987
Ms Baptist Medical Center,638,32.3147564,-90.17944559
North Oak Regional Medical Center,76,34.62461973,-89.95627268
Natchez Community Hospital,101,31.52490817,-91.38682399
Greenwood Leflore Hospital,208,33.5178092,-90.19915962
Baptist Memorial Hospital - Golden Triangle,315,33.52528491,-88.42782379
Ocean Springs Hospital,136,30.41413522,-88.78071444
Choctaw Regional Medical Center,25,33.31994427,-89.18268334
Field Memorial Community Hospital,25,31.08209929,-91.0588784
Highland Community Hospital,60,30.55006281,-89.66513169
Fallon Medical Complex Hospital,40,46.36595924,-104.2812034
Northern Rockies Medical Center,13,48.62850987,-112.3270235
Dahl Memorial Healthcare Association,31,45.88799551,-104.5484938
